Sno,year,state,month,number,date
583,2001,Amapa,Junho,0,01-01-2001
584,2002,Amapa,Junho,0,01-01-2002
585,2003,Amapa,Junho,0,01-01-2003
586,2004,Amapa,Junho,5,01-01-2004
587,2005,Amapa,Junho,2,01-01-2005
588,2006,Amapa,Junho,0,01-01-2006
589,2007,Amapa,Junho,0,01-01-2007
590,2008,Amapa,Junho,0,01-01-2008
591,2009,Amapa,Junho,1,01-01-2009
592,2010,Amapa,Junho,0,01-01-2010
593,2011,Amapa,Junho,0,01-01-2011
594,2012,Amapa,Junho,7,01-01-2012
595,2013,Amapa,Junho,1,01-01-2013
596,2014,Amapa,Junho,0,01-01-2014
597,2015,Amapa,Junho,3,01-01-2015
598,2016,Amapa,Junho,2,01-01-2016
599,2017,Amapa,Junho,2,01-01-2017
600,1998,Amapa,Julho,0,01-01-1998
601,1999,Amapa,Julho,0,01-01-1999
602,2000,Amapa,Julho,0,01-01-2000
603,2001,Amapa,Julho,1,01-01-2001
604,2002,Amapa,Julho,1,01-01-2002
605,2003,Amapa,Julho,0,01-01-2003
606,2004,Amapa,Julho,2,01-01-2004
607,2005,Amapa,Julho,0,01-01-2005
608,2006,Amapa,Julho,0,01-01-2006
609,2007,Amapa,Julho,0,01-01-2007
610,2008,Amapa,Julho,0,01-01-2008
611,2009,Amapa,Julho,4,01-01-2009
612,2010,Amapa,Julho,2,01-01-2010
613,2011,Amapa,Julho,5,01-01-2011
614,2012,Amapa,Julho,3,01-01-2012
615,2013,Amapa,Julho,1,01-01-2013
616,2014,Amapa,Julho,4,01-01-2014
617,2015,Amapa,Julho,5,01-01-2015
618,2016,Amapa,Julho,1,01-01-2016
619,2017,Amapa,Julho,3,01-01-2017
620,1998,Amapa,Agosto,1,01-01-1998
621,1999,Amapa,Agosto,0,01-01-1999
622,2000,Amapa,Agosto,3,01-01-2000
623,2001,Amapa,Agosto,12,01-01-2001
624,2002,Amapa,Agosto,18,01-01-2002
625,2003,Amapa,Agosto,14,01-01-2003
626,2004,Amapa,Agosto,9,01-01-2004
627,2005,Amapa,Agosto,4,01-01-2005
628,2006,Amapa,Agosto,11,01-01-2006
629,2007,Amapa,Agosto,5,01-01-2007
630,2008,Amapa,Agosto,4,01-01-2008
631,2009,Amapa,Agosto,20,01-01-2009
632,2010,Amapa,Agosto,1,01-01-2010
633,2011,Amapa,Agosto,16,01-01-2011
634,2012,Amapa,Agosto,19,01-01-2012
635,2013,Amapa,Agosto,9,01-01-2013
636,2014,Amapa,Agosto,18,01-01-2014
637,2015,Amapa,Agosto,40,01-01-2015
638,2016,Amapa,Agosto,37,01-01-2016
639,2017,Amapa,Agosto,33,01-01-2017
640,1998,Amapa,Setembro,20,01-01-1998
641,1999,Amapa,Setembro,4,01-01-1999
642,2000,Amapa,Setembro,19,01-01-2000
643,2001,Amapa,Setembro,95,01-01-2001
644,2002,Amapa,Setembro,73,01-01-2002
645,2003,Amapa,Setembro,88,01-01-2003
646,2004,Amapa,Setembro,67,01-01-2004
647,2005,Amapa,Setembro,97,01-01-2005
648,2006,Amapa,Setembro,112,01-01-2006
649,2007,Amapa,Setembro,61,01-01-2007
650,2008,Amapa,Setembro,83,01-01-2008
651,2009,Amapa,Setembro,188,01-01-2009
652,2010,Amapa,Setembro,63,01-01-2010
653,2011,Amapa,Setembro,128,01-01-2011
654,2012,Amapa,Setembro,168,01-01-2012
655,2013,Amapa,Setembro,85,01-01-2013
656,2014,Amapa,Setembro,137,01-01-2014
657,2015,Amapa,Setembro,192,01-01-2015
658,2016,Amapa,Setembro,142,01-01-2016
659,2017,Amapa,Setembro,95,01-01-2017
660,1998,Amapa,Outubro,42,01-01-1998
661,1999,Amapa,Outubro,25,01-01-1999
662,2000,Amapa,Outubro,42,01-01-2000
663,2001,Amapa,Outubro,194,01-01-2001
664,2002,Amapa,Outubro,557,01-01-2002
665,2003,Amapa,Outubro,355,01-01-2003
666,2004,Amapa,Outubro,412,01-01-2004
667,2005,Amapa,Outubro,335,01-01-2005
668,2006,Amapa,Outubro,405,01-01-2006
669,2007,Amapa,Outubro,162,01-01-2007
670,2008,Amapa,Outubro,395,01-01-2008
671,2009,Amapa,Outubro,765,01-01-2009
672,2010,Amapa,Outubro,265,01-01-2010
673,2011,Amapa,Outubro,304,01-01-2011
674,2012,Amapa,Outubro,475,01-01-2012
675,2013,Amapa,Outubro,385,01-01-2013
676,2014,Amapa,Outubro,480,01-01-2014
677,2015,Amapa,Outubro,827,01-01-2015
678,2016,Amapa,Outubro,793,01-01-2016
679,2017,Amapa,Outubro,468,01-01-2017
680,1998,Amapa,Novembro,131,01-01-1998
681,1999,Amapa,Novembro,26,01-01-1999
682,2000,Amapa,Novembro,157,01-01-2000
683,2001,Amapa,Novembro,406,01-01-2001
684,2002,Amapa,Novembro,1.096,01-01-2002
685,2003,Amapa,Novembro,750,01-01-2003
686,2004,Amapa,Novembro,949,01-01-2004
687,2005,Amapa,Novembro,685,01-01-2005
688,2006,Amapa,Novembro,207,01-01-2006
689,2007,Amapa,Novembro,198,01-01-2007
690,2008,Amapa,Novembro,266,01-01-2008
691,2009,Amapa,Novembro,1.019,01-01-2009
692,2010,Amapa,Novembro,339,01-01-2010
693,2011,Amapa,Novembro,282,01-01-2011
694,2012,Amapa,Novembro,969,01-01-2012
695,2013,Amapa,Novembro,341,01-01-2013
696,2014,Amapa,Novembro,484,01-01-2014
697,2015,Amapa,Novembro,1.3,01-01-2015
698,2016,Amapa,Novembro,1.161,01-01-2016
699,2017,Amapa,Novembro,858,01-01-2017
700,1998,Amapa,Dezembro,84,01-01-1998
701,1999,Amapa,Dezembro,41,01-01-1999
702,2000,Amapa,Dezembro,30,01-01-2000
703,2001,Amapa,Dezembro,593,01-01-2001
704,2002,Amapa,Dezembro,200,01-01-2002
705,2003,Amapa,Dezembro,411,01-01-2003
706,2004,Amapa,Dezembro,777,01-01-2004
707,2005,Amapa,Dezembro,38,01-01-2005
708,2006,Amapa,Dezembro,74,01-01-2006
709,2007,Amapa,Dezembro,14,01-01-2007
710,2008,Amapa,Dezembro,32,01-01-2008
711,2009,Amapa,Dezembro,123,01-01-2009
712,2010,Amapa,Dezembro,43,01-01-2010
713,2011,Amapa,Dezembro,360,01-01-2011
714,2012,Amapa,Dezembro,422,01-01-2012
715,2013,Amapa,Dezembro,148,01-01-2013
716,2014,Amapa,Dezembro,354,01-01-2014
717,2015,Amapa,Dezembro,269,01-01-2015
718,2016,Amapa,Dezembro,491,01-01-2016
719,1998,Amazonas,Janeiro,0,01-01-1998
720,1999,Amazonas,Janeiro,3,01-01-1999
721,2000,Amazonas,Janeiro,7,01-01-2000
722,2001,Amazonas,Janeiro,3,01-01-2001
723,2002,Amazonas,Janeiro,17,01-01-2002
724,2003,Amazonas,Janeiro,158,01-01-2003
725,2004,Amazonas,Janeiro,123,01-01-2004
726,2005,Amazonas,Janeiro,44,01-01-2005
727,2006,Amazonas,Janeiro,20,01-01-2006
728,2007,Amazonas,Janeiro,37,01-01-2007
729,2008,Amazonas,Janeiro,16,01-01-2008
730,2009,Amazonas,Janeiro,9,01-01-2009
731,2010,Amazonas,Janeiro,82,01-01-2010
732,2011,Amazonas,Janeiro,53,01-01-2011
733,2012,Amazonas,Janeiro,6,01-01-2012
734,2013,Amazonas,Janeiro,37,01-01-2013
735,2014,Amazonas,Janeiro,46,01-01-2014
736,2015,Amazonas,Janeiro,35,01-01-2015
737,2016,Amazonas,Janeiro,770,01-01-2016
738,2017,Amazonas,Janeiro,65,01-01-2017
739,1998,Amazonas,Fevereiro,0,01-01-1998
740,1999,Amazonas,Fevereiro,43,01-01-1999
741,2000,Amazonas,Fevereiro,62,01-01-2000
742,2001,Amazonas,Fevereiro,8,01-01-2001
743,2002,Amazonas,Fevereiro,2,01-01-2002
744,2003,Amazonas,Fevereiro,62,01-01-2003
745,2004,Amazonas,Fevereiro,92,01-01-2004
746,2005,Amazonas,Fevereiro,6,01-01-2005
747,2006,Amazonas,Fevereiro,10,01-01-2006
748,2007,Amazonas,Fevereiro,92,01-01-2007
749,2008,Amazonas,Fevereiro,32,01-01-2008
750,2009,Amazonas,Fevereiro,3,01-01-2009
751,2010,Amazonas,Fevereiro,81,01-01-2010
752,2011,Amazonas,Fevereiro,30,01-01-2011
753,2012,Amazonas,Fevereiro,25,01-01-2012
754,2013,Amazonas,Fevereiro,16,01-01-2013
755,2014,Amazonas,Fevereiro,49,01-01-2014
756,2015,Amazonas,Fevereiro,107,01-01-2015
757,2016,Amazonas,Fevereiro,275,01-01-2016
758,2017,Amazonas,Fevereiro,52,01-01-2017
759,1998,Amazonas,Março,0,01-01-1998
760,1999,Amazonas,Março,7,01-01-1999
761,2000,Amazonas,Março,69,01-01-2000
762,2001,Amazonas,Março,6,01-01-2001
763,2002,Amazonas,Março,5,01-01-2002
764,2003,Amazonas,Março,64,01-01-2003
765,2004,Amazonas,Março,6,01-01-2004
766,2005,Amazonas,Março,12,01-01-2005
767,2006,Amazonas,Março,20,01-01-2006
768,2007,Amazonas,Março,6,01-01-2007
769,2008,Amazonas,Março,10,01-01-2008
770,2009,Amazonas,Março,11,01-01-2009
771,2010,Amazonas,Março,116,01-01-2010
772,2011,Amazonas,Março,49,01-01-2011
773,2012,Amazonas,Março,17,01-01-2012
774,2013,Amazonas,Março,49,01-01-2013
775,2014,Amazonas,Março,50,01-01-2014
776,2015,Amazonas,Março,46,01-01-2015
777,2016,Amazonas,Março,140,01-01-2016
778,2017,Amazonas,Março,45,01-01-2017
779,1998,Amazonas,Abril,0,01-01-1998
780,1999,Amazonas,Abril,2,01-01-1999
781,2000,Amazonas,Abril,18,01-01-2000
782,2001,Amazonas,Abril,1,01-01-2001
783,2002,Amazonas,Abril,2,01-01-2002
784,2003,Amazonas,Abril,11,01-01-2003
785,2004,Amazonas,Abril,4,01-01-2004
786,2005,Amazonas,Abril,5,01-01-2005
787,2006,Amazonas,Abril,5,01-01-2006
788,2007,Amazonas,Abril,0,01-01-2007
789,2008,Amazonas,Abril,13,01-01-2008
790,2009,Amazonas,Abril,1,01-01-2009
791,2010,Amazonas,Abril,11,01-01-2010
792,2011,Amazonas,Abril,5,01-01-2011
793,2012,Amazonas,Abril,3,01-01-2012
794,2013,Amazonas,Abril,20,01-01-2013
795,2014,Amazonas,Abril,25,01-01-2014
796,2015,Amazonas,Abril,24,01-01-2015
797,2016,Amazonas,Abril,22,01-01-2016
798,2017,Amazonas,Abril,20,01-01-2017
799,1998,Amazonas,Maio,0,01-01-1998
800,1999,Amazonas,Maio,0,01-01-1999
801,2000,Amazonas,Maio,51,01-01-2000
802,2001,Amazonas,Maio,0,01-01-2001
803,2002,Amazonas,Maio,8,01-01-2002
804,2003,Amazonas,Maio,2,01-01-2003
805,2004,Amazonas,Maio,0,01-01-2004
806,2005,Amazonas,Maio,8,01-01-2005
807,2006,Amazonas,Maio,4,01-01-2006
808,2007,Amazonas,Maio,0,01-01-2007
809,2008,Amazonas,Maio,1,01-01-2008
810,2009,Amazonas,Maio,3,01-01-2009
811,2010,Amazonas,Maio,13,01-01-2010
812,2011,Amazonas,Maio,6,01-01-2011
813,2012,Amazonas,Maio,12,01-01-2012
814,2013,Amazonas,Maio,19,01-01-2013
815,2014,Amazonas,Maio,12,01-01-2014
816,2015,Amazonas,Maio,10,01-01-2015
817,2016,Amazonas,Maio,30,01-01-2016
818,2017,Amazonas,Maio,40,01-01-2017
819,1998,Amazonas,Junho,2,01-01-1998
820,1999,Amazonas,Junho,7,01-01-1999
821,2000,Amazonas,Junho,6,01-01-2000
822,2001,Amazonas,Junho,5,01-01-2001
823,2002,Amazonas,Junho,5,01-01-2002
824,2003,Amazonas,Junho,3,01-01-2003
825,2004,Amazonas,Junho,12,01-01-2004
826,2005,Amazonas,Junho,78,01-01-2005
827,2006,Amazonas,Junho,9,01-01-2006
828,2007,Amazonas,Junho,23,01-01-2007
829,2008,Amazonas,Junho,7,01-01-2008
830,2009,Amazonas,Junho,13,01-01-2009
831,2010,Amazonas,Junho,9,01-01-2010
832,2011,Amazonas,Junho,22,01-01-2011
833,2012,Amazonas,Junho,45,01-01-2012
834,2013,Amazonas,Junho,56,01-01-2013
835,2014,Amazonas,Junho,74,01-01-2014
836,2015,Amazonas,Junho,33,01-01-2015
837,2016,Amazonas,Junho,90,01-01-2016
838,2017,Amazonas,Junho,119,01-01-2017
839,1998,Amazonas,Julho,71,01-01-1998
840,1999,Amazonas,Julho,11,01-01-1999
841,2000,Amazonas,Julho,39,01-01-2000
842,2001,Amazonas,Julho,9,01-01-2001
843,2002,Amazonas,Julho,146,01-01-2002
844,2003,Amazonas,Julho,180,01-01-2003
845,2004,Amazonas,Julho,177,01-01-2004
846,2005,Amazonas,Julho,676,01-01-2005
847,2006,Amazonas,Julho,123,01-01-2006
848,2007,Amazonas,Julho,116,01-01-2007
849,2008,Amazonas,Julho,108,01-01-2008
850,2009,Amazonas,Julho,199,01-01-2009
851,2010,Amazonas,Julho,640,01-01-2010
852,2011,Amazonas,Julho,271,01-01-2011
853,2012,Amazonas,Julho,234,01-01-2012
854,2013,Amazonas,Julho,248,01-01-2013
855,2014,Amazonas,Julho,202,01-01-2014
856,2015,Amazonas,Julho,356,01-01-2015
857,2016,Amazonas,Julho,1.137,01-01-2016
858,2017,Amazonas,Julho,1.975,01-01-2017
859,1998,Amazonas,Agosto,321,01-01-1998
860,1999,Amazonas,Agosto,259,01-01-1999
861,2000,Amazonas,Agosto,180,01-01-2000
862,2001,Amazonas,Agosto,501,01-01-2001
863,2002,Amazonas,Agosto,741,01-01-2002
864,2003,Amazonas,Agosto,1.867,01-01-2003
865,2004,Amazonas,Agosto,1.207,01-01-2004
866,2005,Amazonas,Agosto,2.316,01-01-2005
867,2006,Amazonas,Agosto,1.422,01-01-2006
868,2007,Amazonas,Agosto,2.241,01-01-2007
869,2008,Amazonas,Agosto,861,01-01-2008
870,2009,Amazonas,Agosto,1.321,01-01-2009
871,2010,Amazonas,Agosto,3.727,01-01-2010
872,2011,Amazonas,Agosto,1.243,01-01-2011
873,2012,Amazonas,Agosto,3.011,01-01-2012
874,2013,Amazonas,Agosto,1.276,01-01-2013
875,2014,Amazonas,Agosto,3.852,01-01-2014
876,2015,Amazonas,Agosto,4.564,01-01-2015
877,2016,Amazonas,Agosto,3.611,01-01-2016
878,2017,Amazonas,Agosto,6.316,01-01-2017
879,1998,Amazonas,Setembro,267,01-01-1998
880,1999,Amazonas,Setembro,216,01-01-1999
881,2000,Amazonas,Setembro,189,01-01-2000
882,2001,Amazonas,Setembro,166,01-01-2001
883,2002,Amazonas,Setembro,928,01-01-2002
884,2003,Amazonas,Setembro,1.401,01-01-2003
885,2004,Amazonas,Setembro,911,01-01-2004
886,2005,Amazonas,Setembro,2.812,01-01-2005
887,2006,Amazonas,Setembro,2.218,01-01-2006
888,2007,Amazonas,Setembro,1.36,01-01-2007
889,2008,Amazonas,Setembro,998,01-01-2008
890,2009,Amazonas,Setembro,3.091,01-01-2009
891,2010,Amazonas,Setembro,2.781,01-01-2010
892,2011,Amazonas,Setembro,1.295,01-01-2011
893,2012,Amazonas,Setembro,2.392,01-01-2012
894,2013,Amazonas,Setembro,1.739,01-01-2013
895,2014,Amazonas,Setembro,3.057,01-01-2014
896,2015,Amazonas,Setembro,5.882,01-01-2015
897,2016,Amazonas,Setembro,3.119,01-01-2016
898,2017,Amazonas,Setembro,4.033,01-01-2017
899,1998,Amazonas,Outubro,83,01-01-1998
900,1999,Amazonas,Outubro,479,01-01-1999
901,2000,Amazonas,Outubro,145,01-01-2000
902,2001,Amazonas,Outubro,332,01-01-2001
903,2002,Amazonas,Outubro,695,01-01-2002
904,2003,Amazonas,Outubro,725,01-01-2003
905,2004,Amazonas,Outubro,710,01-01-2004
906,2005,Amazonas,Outubro,545,01-01-2005
907,2006,Amazonas,Outubro,721,01-01-2006
908,2007,Amazonas,Outubro,215,01-01-2007
909,2008,Amazonas,Outubro,632,01-01-2008
910,2009,Amazonas,Outubro,2.189,01-01-2009
911,2010,Amazonas,Outubro,889,01-01-2010
912,2011,Amazonas,Outubro,694,01-01-2011
913,2012,Amazonas,Outubro,1.238,01-01-2012
914,2013,Amazonas,Outubro,1.202,01-01-2013
915,2014,Amazonas,Outubro,952,01-01-2014
916,2015,Amazonas,Outubro,2.494,01-01-2015
917,2016,Amazonas,Outubro,2.105,01-01-2016
918,2017,Amazonas,Outubro,1.581,01-01-2017
919,1998,Amazonas,Novembro,6,01-01-1998
920,1999,Amazonas,Novembro,32,01-01-1999
921,2000,Amazonas,Novembro,27,01-01-2000
922,2001,Amazonas,Novembro,244,01-01-2001
923,2002,Amazonas,Novembro,259,01-01-2002
924,2003,Amazonas,Novembro,169,01-01-2003
925,2004,Amazonas,Novembro,209,01-01-2004
926,2005,Amazonas,Novembro,261,01-01-2005
927,2006,Amazonas,Novembro,59,01-01-2006
928,2007,Amazonas,Novembro,90,01-01-2007
929,2008,Amazonas,Novembro,39,01-01-2008
930,2009,Amazonas,Novembro,973,01-01-2009
931,2010,Amazonas,Novembro,354,01-01-2010
932,2011,Amazonas,Novembro,399,01-01-2011
933,2012,Amazonas,Novembro,682,01-01-2012
934,2013,Amazonas,Novembro,220,01-01-2013
935,2014,Amazonas,Novembro,676,01-01-2014
936,2015,Amazonas,Novembro,1.054,01-01-2015
937,2016,Amazonas,Novembro,591,01-01-2016
938,2017,Amazonas,Novembro,552,01-01-2017
939,1998,Amazonas,Dezembro,196,01-01-1998
940,1999,Amazonas,Dezembro,2,01-01-1999
941,2000,Amazonas,Dezembro,60,01-01-2000
942,2001,Amazonas,Dezembro,22,01-01-2001
943,2002,Amazonas,Dezembro,44,01-01-2002
944,2003,Amazonas,Dezembro,147,01-01-2003
945,2004,Amazonas,Dezembro,53,01-01-2004
946,2005,Amazonas,Dezembro,17,01-01-2005
947,2006,Amazonas,Dezembro,23,01-01-2006
948,2007,Amazonas,Dezembro,7,01-01-2007
949,2008,Amazonas,Dezembro,0,01-01-2008
950,2009,Amazonas,Dezembro,102,01-01-2009
951,2010,Amazonas,Dezembro,123,01-01-2010
952,2011,Amazonas,Dezembro,121,01-01-2011
953,2012,Amazonas,Dezembro,80,01-01-2012
954,2013,Amazonas,Dezembro,236,01-01-2013
955,2014,Amazonas,Dezembro,293,01-01-2014
956,2015,Amazonas,Dezembro,565,01-01-2015
957,2016,Amazonas,Dezembro,133,01-01-2016
958,1998,Bahia,Janeiro,0,01-01-1998
959,1999,Bahia,Janeiro,114,01-01-1999
960,2000,Bahia,Janeiro,31,01-01-2000
961,2001,Bahia,Janeiro,24,01-01-2001
962,2002,Bahia,Janeiro,125,01-01-2002
963,2003,Bahia,Janeiro,439,01-01-2003
964,2004,Bahia,Janeiro,158,01-01-2004
965,2005,Bahia,Janeiro,303,01-01-2005
966,2006,Bahia,Janeiro,225,01-01-2006
967,2007,Bahia,Janeiro,373,01-01-2007
968,2008,Bahia,Janeiro,314,01-01-2008
969,2009,Bahia,Janeiro,177,01-01-2009
970,2010,Bahia,Janeiro,297,01-01-2010
971,2011,Bahia,Janeiro,101,01-01-2011
972,2012,Bahia,Janeiro,179,01-01-2012
973,2013,Bahia,Janeiro,125,01-01-2013
974,2014,Bahia,Janeiro,132,01-01-2014
975,2015,Bahia,Janeiro,256,01-01-2015
976,2016,Bahia,Janeiro,285,01-01-2016
977,2017,Bahia,Janeiro,154,01-01-2017
978,1998,Bahia,Fevereiro,0,01-01-1998
979,1999,Bahia,Fevereiro,157,01-01-1999
980,2000,Bahia,Fevereiro,32,01-01-2000
981,2001,Bahia,Fevereiro,101,01-01-2001
982,2002,Bahia,Fevereiro,204,01-01-2002
983,2003,Bahia,Fevereiro,223,01-01-2003
984,2004,Bahia,Fevereiro,122,01-01-2004
985,2005,Bahia,Fevereiro,143,01-01-2005
986,2006,Bahia,Fevereiro,277,01-01-2006
987,2007,Bahia,Fevereiro,113,01-01-2007
988,2008,Bahia,Fevereiro,235,01-01-2008
989,2009,Bahia,Fevereiro,117,01-01-2009
990,2010,Bahia,Fevereiro,206,01-01-2010
991,2011,Bahia,Fevereiro,156,01-01-2011
992,2012,Bahia,Fevereiro,200,01-01-2012
993,2013,Bahia,Fevereiro,231,01-01-2013
994,2014,Bahia,Fevereiro,107,01-01-2014
995,2015,Bahia,Fevereiro,143,01-01-2015
996,2016,Bahia,Fevereiro,418,01-01-2016
997,2017,Bahia,Fevereiro,100,01-01-2017
998,1998,Bahia,Março,0,01-01-1998
999,1999,Bahia,Março,83,01-01-1999
1000,2000,Bahia,Março,65,01-01-2000
1001,2001,Bahia,Março,4,01-01-2001
1002,2002,Bahia,Março,146,01-01-2002
1003,2003,Bahia,Março,274,01-01-2003
1004,2004,Bahia,Março,115,01-01-2004
1005,2005,Bahia,Março,158,01-01-2005
1006,2006,Bahia,Março,199,01-01-2006
1007,2007,Bahia,Março,141,01-01-2007
1008,2008,Bahia,Março,135,01-01-2008
1009,2009,Bahia,Março,249,01-01-2009
1010,2010,Bahia,Março,156,01-01-2010
1011,2011,Bahia,Março,90,01-01-2011
1012,2012,Bahia,Março,404,01-01-2012
1013,2013,Bahia,Março,363,01-01-2013
1014,2014,Bahia,Março,148,01-01-2014
1015,2015,Bahia,Março,229,01-01-2015
1016,2016,Bahia,Março,281,01-01-2016
1017,2017,Bahia,Março,163,01-01-2017
1018,1998,Bahia,Abril,0,01-01-1998
1019,1999,Bahia,Abril,55,01-01-1999
1020,2000,Bahia,Abril,23,01-01-2000
1021,2001,Bahia,Abril,26,01-01-2001
1022,2002,Bahia,Abril,110,01-01-2002
1023,2003,Bahia,Abril,376,01-01-2003
1024,2004,Bahia,Abril,89,01-01-2004
1025,2005,Bahia,Abril,76,01-01-2005
1026,2006,Bahia,Abril,60,01-01-2006
1027,2007,Bahia,Abril,64,01-01-2007
1028,2008,Bahia,Abril,151,01-01-2008
1029,2009,Bahia,Abril,40,01-01-2009
1030,2010,Bahia,Abril,103,01-01-2010
1031,2011,Bahia,Abril,149,01-01-2011
1032,2012,Bahia,Abril,396,01-01-2012
1033,2013,Bahia,Abril,108,01-01-2013
1034,2014,Bahia,Abril,183,01-01-2014
1035,2015,Bahia,Abril,190,01-01-2015
1036,2016,Bahia,Abril,217,01-01-2016
1037,2017,Bahia,Abril,94,01-01-2017
1038,1998,Bahia,Maio,0,01-01-1998
1039,1999,Bahia,Maio,76,01-01-1999
1040,2000,Bahia,Maio,71,01-01-2000
1041,2001,Bahia,Maio,85,01-01-2001
1042,2002,Bahia,Maio,166,01-01-2002
1043,2003,Bahia,Maio,106,01-01-2003
1044,2004,Bahia,Maio,124,01-01-2004
1045,2005,Bahia,Maio,120,01-01-2005
1046,2006,Bahia,Maio,43,01-01-2006
1047,2007,Bahia,Maio,161,01-01-2007
1048,2008,Bahia,Maio,56,01-01-2008
1049,2009,Bahia,Maio,34,01-01-2009
1050,2010,Bahia,Maio,198,01-01-2010
1051,2011,Bahia,Maio,189,01-01-2011
1052,2012,Bahia,Maio,326,01-01-2012
1053,2013,Bahia,Maio,141,01-01-2013
1054,2014,Bahia,Maio,224,01-01-2014
1055,2015,Bahia,Maio,144,01-01-2015
1056,2016,Bahia,Maio,259,01-01-2016
1057,2017,Bahia,Maio,121,01-01-2017
1058,1998,Bahia,Junho,55,01-01-1998
1059,1999,Bahia,Junho,64,01-01-1999
1060,2000,Bahia,Junho,178,01-01-2000
1061,2001,Bahia,Junho,98,01-01-2001
1062,2002,Bahia,Junho,118,01-01-2002
1063,2003,Bahia,Junho,140,01-01-2003
1064,2004,Bahia,Junho,289,01-01-2004
1065,2005,Bahia,Junho,211,01-01-2005
1066,2006,Bahia,Junho,68,01-01-2006
1067,2007,Bahia,Junho,270,01-01-2007
1068,2008,Bahia,Junho,72,01-01-2008
1069,2009,Bahia,Junho,92,01-01-2009
1070,2010,Bahia,Junho,192,01-01-2010
1071,2011,Bahia,Junho,345,01-01-2011
1072,2012,Bahia,Junho,385,01-01-2012
1073,2013,Bahia,Junho,208,01-01-2013
1074,2014,Bahia,Junho,243,01-01-2014
1075,2015,Bahia,Junho,242,01-01-2015
1076,2016,Bahia,Junho,416,01-01-2016
1077,2017,Bahia,Junho,329,01-01-2017
1078,1998,Bahia,Julho,219,01-01-1998
1079,1999,Bahia,Julho,107,01-01-1999
1080,2000,Bahia,Julho,202,01-01-2000
1081,2001,Bahia,Julho,248,01-01-2001
1082,2002,Bahia,Julho,549,01-01-2002
1083,2003,Bahia,Julho,261,01-01-2003
1084,2004,Bahia,Julho,310,01-01-2004
1085,2005,Bahia,Julho,269,01-01-2005
1086,2006,Bahia,Julho,229,01-01-2006
1087,2007,Bahia,Julho,811,01-01-2007
1088,2008,Bahia,Julho,271,01-01-2008
1089,2009,Bahia,Julho,321,01-01-2009
1090,2010,Bahia,Julho,519,01-01-2010
1091,2011,Bahia,Julho,578,01-01-2011
1092,2012,Bahia,Julho,906,01-01-2012
1093,2013,Bahia,Julho,362,01-01-2013
1094,2014,Bahia,Julho,249,01-01-2014
1095,2015,Bahia,Julho,306,01-01-2015
1096,2016,Bahia,Julho,345,01-01-2016
1097,2017,Bahia,Julho,300,01-01-2017
1098,1998,Bahia,Agosto,815,01-01-1998
1099,1999,Bahia,Agosto,453,01-01-1999
1100,2000,Bahia,Agosto,633,01-01-2000
1101,2001,Bahia,Agosto,979,01-01-2001
1102,2002,Bahia,Agosto,1.827,01-01-2002
1103,2003,Bahia,Agosto,1.039,01-01-2003
1104,2004,Bahia,Agosto,1.43,01-01-2004
1105,2005,Bahia,Agosto,948,01-01-2005
1106,2006,Bahia,Agosto,995,01-01-2006
1107,2007,Bahia,Agosto,3.734,01-01-2007
1108,2008,Bahia,Agosto,611,01-01-2008
1109,2009,Bahia,Agosto,439,01-01-2009
1110,2010,Bahia,Agosto,2.423,01-01-2010
1111,2011,Bahia,Agosto,1.795,01-01-2011
1112,2012,Bahia,Agosto,1.835,01-01-2012
1113,2013,Bahia,Agosto,610,01-01-2013
1114,2014,Bahia,Agosto,674,01-01-2014
1115,2015,Bahia,Agosto,829,01-01-2015
1116,2016,Bahia,Agosto,724,01-01-2016
1117,2017,Bahia,Agosto,1.018,01-01-2017
1118,1998,Bahia,Setembro,2.718,01-01-1998
1119,1999,Bahia,Setembro,1.275,01-01-1999
1120,2000,Bahia,Setembro,2.285,01-01-2000
1121,2001,Bahia,Setembro,3.964,01-01-2001
1122,2002,Bahia,Setembro,6.439,01-01-2002
1123,2003,Bahia,Setembro,8.847,01-01-2003
1124,2004,Bahia,Setembro,6.433,01-01-2004
1125,2005,Bahia,Setembro,4.066,01-01-2005
1126,2006,Bahia,Setembro,3.006,01-01-2006
1127,2007,Bahia,Setembro,7.438,01-01-2007
1128,2008,Bahia,Setembro,4.837,01-01-2008
1129,2009,Bahia,Setembro,3.61,01-01-2009
1130,2010,Bahia,Setembro,5.323,01-01-2010
1131,2011,Bahia,Setembro,7.086,01-01-2011
1132,2012,Bahia,Setembro,7.495,01-01-2012
1133,2013,Bahia,Setembro,2.681,01-01-2013
1134,2014,Bahia,Setembro,2.604,01-01-2014
1135,2015,Bahia,Setembro,7.956,01-01-2015
1136,2016,Bahia,Setembro,1.819,01-01-2016
1137,2017,Bahia,Setembro,1.791,01-01-2017
1138,1998,Bahia,Outubro,1.969,01-01-1998
1139,1999,Bahia,Outubro,1.307,01-01-1999
1140,2000,Bahia,Outubro,3.35,01-01-2000
1141,2001,Bahia,Outubro,1.687,01-01-2001
1142,2002,Bahia,Outubro,5.414,01-01-2002
1143,2003,Bahia,Outubro,4.264,01-01-2003
1144,2004,Bahia,Outubro,4.81,01-01-2004
1145,2005,Bahia,Outubro,8.405,01-01-2005
1146,2006,Bahia,Outubro,2.079,01-01-2006
1147,2007,Bahia,Outubro,4.981,01-01-2007
